sequence_id	token_id	morpheme	tag	sequence
seq_38	2	pa	NOUN	nan sa pa jha
seq_38	3	jha	NOUN	nan sa pa jha
seq_39	0	na	NOUN	na na ja jha
seq_39	1	na	NOUN	na na ja jha
seq_39	2	ja	VERB	na na ja jha
seq_39	3	jha	NOUN	na na ja jha
seq_40	0	dh	VERB	dh sa ha cha
seq_40	1	sa	NOUN	dh sa ha cha
seq_40	2	ha	NOUN	dh sa ha cha
seq_40	3	cha	ADJ	dh sa ha cha
seq_41	0	gh	NOUN	gh nan da pa
seq_41	1	nan	NOUN	gh nan da pa
seq_41	2	da	VERB	gh nan da pa
seq_41	3	pa	NOUN	gh nan da pa
seq_42	0	pa	NOUN	pa ta nan jha
seq_42	1	ta	NOUN	pa ta nan jha
seq_42	2	nan	NOUN	pa ta nan jha
seq_42	3	jha	NOUN	pa ta nan jha
seq_43	0	nan	NOUN	nan la nan na
seq_43	1	la	ADJ	nan la nan na
seq_43	2	nan	NOUN	nan la nan na
seq_43	3	na	NOUN	nan la nan na
seq_44	0	ga	ADJ	ga ra ch cha
seq_44	1	ra	NOUN	ga ra ch cha
seq_44	2	ch	NOUN	ga ra ch cha
seq_44	3	cha	ADJ	ga ra ch cha
seq_45	0	ja	VERB	ja dh an pa
seq_45	1	dh	VERB	ja dh an pa
seq_45	2	an	ADP	ja dh an pa
seq_45	3	pa	NOUN	ja dh an pa
seq_46	0	mu	NOUN	mu re pa jha
seq_46	1	re	VERB	mu re pa jha
seq_46	2	pa	NOUN	mu re pa jha
seq_46	3	jha	NOUN	mu re pa jha
seq_47	0	da	VERB	da sa nan na
seq_47	1	sa	NOUN	da sa nan na
seq_47	2	nan	NOUN	da sa nan na
seq_47	3	na	NOUN	da sa nan na
seq_48	0	nan	NOUN	nan ma nan cha
seq_48	1	ma	NOUN	nan ma nan cha
seq_48	2	nan	NOUN	nan ma nan cha
seq_48	3	cha	ADJ	nan ma nan cha
seq_49	0	nan	NOUN	nan sa pa pa
seq_49	1	sa	NOUN	nan sa pa pa
seq_49	2	pa	NOUN	nan sa pa pa
seq_49	3	pa	NOUN	nan sa pa pa
seq_50	0	na	NOUN	na na jha cha
seq_50	1	na	NOUN	na na jha cha
seq_50	2	jha	NOUN	na na jha cha
seq_50	3	cha	ADJ	na na jha cha
seq_51	0	dh	VERB	dh sa pa jha
seq_51	1	sa	NOUN	dh sa pa jha
seq_51	2	pa	NOUN	dh sa pa jha
seq_51	3	jha	NOUN	dh sa pa jha
seq_52	0	gh	NOUN	gh nan na cha
seq_52	1	nan	NOUN	gh nan na cha
seq_52	2	na	NOUN	gh nan na cha
seq_52	3	cha	ADJ	gh nan na cha
seq_53	0	pa	NOUN	pa ta jha pa
seq_53	1	ta	NOUN	pa ta jha pa
seq_53	2	jha	NOUN	pa ta jha pa
seq_53	3	pa	NOUN	pa ta jha pa
seq_54	0	nan	NOUN	nan la na jha
seq_54	1	la	ADJ	nan la na jha
seq_54	2	na	NOUN	nan la na jha
seq_54	3	jha	NOUN	nan la na jha
seq_55	0	ga	ADJ	ga ra cha pa
seq_55	1	ra	NOUN	ga ra cha pa
seq_55	2	cha	ADJ	ga ra cha pa
seq_55	3	pa	NOUN	ga ra cha pa
seq_56	0	ja	VERB	ja dh jha na
seq_56	1	dh	VERB	ja dh jha na
seq_56	2	jha	NOUN	ja dh jha na
seq_56	3	na	NOUN	ja dh jha na
seq_57	0	mu	NOUN	mu re pa cha
seq_57	1	re	VERB	mu re pa cha
seq_57	2	pa	NOUN	mu re pa cha
seq_57	3	cha	ADJ	mu re pa cha
seq_58	0	da	VERB	da sa na jha
seq_58	1	sa	NOUN	da sa na jha
seq_58	2	na	NOUN	da sa na jha
seq_58	3	jha	NOUN	da sa na jha
seq_59	0	nan	NOUN	nan ma cha pa
seq_59	1	ma	NOUN	nan ma cha pa
seq_59	2	cha	ADJ	nan ma cha pa
seq_59	3	pa	NOUN	nan ma cha pa
seq_60	0	nan	NOUN	nan sa jha na
seq_60	1	sa	NOUN	nan sa jha na
seq_60	2	jha	NOUN	nan sa jha na
seq_60	3	na	NOUN	nan sa jha na
seq_61	0	nan	NOUN	nan ga cha jha
seq_61	1	ga	ADJ	nan ga cha jha
seq_61	2	cha	ADJ	nan ga cha jha
seq_61	3	jha	NOUN	nan ga cha jha
seq_62	0	na	NOUN	na dh pa cha
seq_62	1	dh	VERB	na dh pa cha
seq_62	2	pa	NOUN	na dh pa cha
seq_62	3	cha	ADJ	na dh pa cha
seq_63	0	gh	NOUN	gh pa jha na
seq_63	1	pa	NOUN	gh pa jha na
seq_63	2	jha	NOUN	gh pa jha na
seq_63	3	na	NOUN	gh pa jha na
seq_64	0	nan	NOUN	nan nan cha pa
seq_64	1	nan	NOUN	nan nan cha pa
seq_64	2	cha	ADJ	nan nan cha pa
seq_64	3	pa	NOUN	nan nan cha pa
seq_65	0	ga	ADJ	ga ja jha cha
seq_65	1	ja	VERB	ga ja jha cha
seq_65	2	jha	NOUN	ga ja jha cha
seq_65	3	cha	ADJ	ga ja jha cha
seq_66	0	mu	NOUN	mu da na pa
seq_66	1	da	VERB	mu da na pa
seq_66	2	na	NOUN	mu da na pa
seq_66	3	pa	NOUN	mu da na pa
seq_67	0	nan	NOUN	nan nan cha jha
seq_67	1	nan	NOUN	nan nan cha jha
seq_67	2	cha	ADJ	nan nan cha jha
seq_67	3	jha	NOUN	nan nan cha jha
seq_68	0	nan	NOUN	nan nan pa na
seq_68	1	nan	NOUN	nan nan pa na
seq_68	2	pa	NOUN	nan nan pa na
seq_68	3	na	NOUN	nan nan pa na
seq_69	0	ga	ADJ	ga na cha jha
seq_69	1	na	NOUN	ga na cha jha
seq_69	2	cha	ADJ	ga na cha jha
seq_69	3	jha	NOUN	ga na cha jha
seq_70	0	dh	VERB	dh na pa cha
seq_70	1	na	NOUN	dh na pa cha
seq_70	2	pa	NOUN	dh na pa cha
seq_70	3	cha	ADJ	dh na pa cha
seq_71	0	gh	NOUN	gh nan jha na
seq_71	1	nan	NOUN	gh nan jha na
seq_71	2	jha	NOUN	gh nan jha na
seq_71	3	na	NOUN	gh nan jha na
seq_72	0	pa	NOUN	pa nan cha pa
seq_72	1	nan	NOUN	pa nan cha pa
seq_72	2	cha	ADJ	pa nan cha pa
seq_72	3	pa	NOUN	pa nan cha pa
seq_73	0	nan	NOUN	nan nan jha cha
seq_73	1	nan	NOUN	nan nan jha cha
seq_73	2	jha	NOUN	nan nan jha cha
seq_73	3	cha	ADJ	nan nan jha cha
seq_74	0	nan	NOUN	nan ga na pa
seq_74	1	ga	ADJ	nan ga na pa
seq_74	2	na	NOUN	nan ga na pa
seq_74	3	pa	NOUN	nan ga na pa
seq_75	0	ja	VERB	ja re jha cha
seq_75	1	re	VERB	ja re jha cha
seq_75	2	jha	NOUN	ja re jha cha
seq_75	3	cha	ADJ	ja re jha cha
seq_76	0	mu	NOUN	mu da na jha
seq_76	1	da	VERB	mu da na jha
seq_76	2	na	NOUN	mu da na jha
seq_76	3	jha	NOUN	mu da na jha
seq_77	0	nan	NOUN	nan nan cha pa
seq_77	1	nan	NOUN	nan nan cha pa
seq_77	2	cha	ADJ	nan nan cha pa
seq_77	3	pa	NOUN	nan nan cha pa
seq_78	0	nan	NOUN	nan nan jha na
seq_78	1	nan	NOUN	nan nan jha na
seq_78	2	jha	NOUN	nan nan jha na
seq_78	3	na	NOUN	nan nan jha na
seq_79	0	ga	ADJ	ga dh cha jha
seq_79	1	dh	VERB	ga dh cha jha
seq_79	2	cha	ADJ	ga dh cha jha
seq_79	3	jha	NOUN	ga dh cha jha
seq_80	0	na	NOUN	na nan pa na
seq_80	1	nan	NOUN	na nan pa na
seq_80	2	pa	NOUN	na nan pa na
seq_80	3	na	NOUN	na nan pa na
seq_81	0	pa	NOUN	pa nan jha cha
seq_81	1	nan	NOUN	pa nan jha cha
seq_81	2	jha	NOUN	pa nan jha cha
seq_81	3	cha	ADJ	pa nan jha cha
seq_82	0	nan	NOUN	nan nan na pa
seq_82	1	nan	NOUN	nan nan na pa
seq_82	2	na	NOUN	nan nan na pa
seq_82	3	pa	NOUN	nan nan na pa
seq_83	0	nan	NOUN	nan nan cha jha
seq_83	1	nan	NOUN	nan nan cha jha
seq_83	2	cha	ADJ	nan nan cha jha
seq_83	3	jha	NOUN	nan nan cha jha
seq_84	0	ga	ADJ	ga gh pa cha
seq_84	1	gh	NOUN	ga gh pa cha
seq_84	2	pa	NOUN	ga gh pa cha
seq_84	3	cha	ADJ	ga gh pa cha
seq_85	0	na	NOUN	na pa jha na
seq_85	1	pa	NOUN	na pa jha na
seq_85	2	jha	NOUN	na pa jha na
seq_85	3	na	NOUN	na pa jha na
seq_86	0	dh	VERB	dh nan cha pa
seq_86	1	nan	NOUN	dh nan cha pa
seq_86	2	cha	ADJ	dh nan cha pa
seq_86	3	pa	NOUN	dh nan cha pa
seq_87	0	na	NOUN	na nan jha cha
seq_87	1	nan	NOUN	na nan jha cha
seq_87	2	jha	NOUN	na nan jha cha
seq_87	3	cha	ADJ	na nan jha cha
seq_88	0	nan	NOUN	nan nan na pa
seq_88	1	nan	NOUN	nan nan na pa
seq_88	2	na	NOUN	nan nan na pa
seq_88	3	pa	NOUN	nan nan na pa
seq_89	0	ga	ADJ	ga na cha jha
seq_89	1	na	NOUN	ga na cha jha
seq_89	2	cha	ADJ	ga na cha jha
seq_89	3	jha	NOUN	ga na cha jha
seq_90	0	na	NOUN	na dh pa cha
seq_90	1	dh	VERB	na dh pa cha
seq_90	2	pa	NOUN	na dh pa cha
seq_90	3	cha	ADJ	na dh pa cha
seq_91	0	gh	NOUN	gh pa jha na
seq_91	1	pa	NOUN	gh pa jha na
seq_91	2	jha	NOUN	gh pa jha na
seq_91	3	na	NOUN	gh pa jha na
seq_92	0	nan	NOUN	nan nan cha pa
seq_92	1	nan	NOUN	nan nan cha pa
seq_92	2	cha	ADJ	nan nan cha pa
seq_92	3	pa	NOUN	nan nan cha pa
seq_93	0	nan	NOUN	nan nan jha cha
seq_93	1	nan	NOUN	nan nan jha cha
seq_93	2	jha	NOUN	nan nan jha cha
seq_93	3	cha	ADJ	nan nan jha cha
seq_94	0	nan	NOUN	nan ga na jha
seq_94	1	ga	ADJ	nan ga na jha
seq_94	2	na	NOUN	nan ga na jha
seq_94	3	jha	NOUN	nan ga na jha
seq_95	0	ja	VERB	ja nan pa cha
seq_95	1	nan	NOUN	ja nan pa cha
seq_95	2	pa	NOUN	ja nan pa cha
seq_95	3	cha	ADJ	ja nan pa cha
seq_96	0	mu	NOUN	mu pa jha na
seq_96	1	pa	NOUN	mu pa jha na
seq_96	2	jha	NOUN	mu pa jha na
seq_96	3	na	NOUN	mu pa jha na
seq_97	0	nan	NOUN	nan nan cha pa
seq_97	1	nan	NOUN	nan nan cha pa
seq_97	2	cha	ADJ	nan nan cha pa
seq_97	3	pa	NOUN	nan nan cha pa
seq_98	0	nan	NOUN	nan nan jha cha
seq_98	1	nan	NOUN	nan nan jha cha
seq_98	2	jha	NOUN	nan nan jha cha
seq_98	3	cha	ADJ	nan nan jha cha
seq_99	0	ga	ADJ	ga na dh jha
seq_99	1	na	NOUN	ga na dh jha
seq_99	2	dh	VERB	ga na dh jha
seq_99	3	jha	NOUN	ga na dh jha
seq_100	0	na	NOUN	na nan pa cha
seq_100	1	nan	NOUN	na nan pa cha
seq_100	2	pa	NOUN	na nan pa cha
seq_100	3	cha	ADJ	na nan pa cha
seq_101	0	nan	NOUN	nan nan nan pa
seq_101	1	nan	NOUN	nan nan nan pa
seq_101	2	nan	NOUN	nan nan nan pa
seq_101	3	pa	NOUN	nan nan nan pa
seq_102	0	ga	ADJ	ga gh ja jha
seq_102	1	gh	NOUN	ga gh ja jha
seq_102	2	ja	VERB	ga gh ja jha
seq_102	3	jha	NOUN	ga gh ja jha
seq_103	0	na	NOUN	na mu nan cha
seq_103	1	mu	NOUN	na mu nan cha
seq_103	2	nan	NOUN	na mu nan cha
seq_103	3	cha	ADJ	na mu nan cha
seq_104	0	pa	NOUN	pa nan nan pa
seq_104	1	nan	NOUN	pa nan nan pa
seq_104	2	nan	NOUN	pa nan nan pa
seq_104	3	pa	NOUN	pa nan nan pa
seq_105	0	nan	NOUN	nan nan nan jha
seq_105	1	nan	NOUN	nan nan nan jha
seq_105	2	nan	NOUN	nan nan nan jha
seq_105	3	jha	NOUN	nan nan nan jha
seq_106	0	ga	ADJ	ga dh na cha
seq_106	1	dh	VERB	ga dh na cha
seq_106	2	na	NOUN	ga dh na cha
seq_106	3	cha	ADJ	ga dh na cha
seq_107	0	na	NOUN	na gh pa jha
seq_107	1	gh	NOUN	na gh pa jha
seq_107	2	pa	NOUN	na gh pa jha
seq_107	3	jha	NOUN	na gh pa jha
seq_108	0	nan	NOUN	nan nan nan pa
seq_108	1	nan	NOUN	nan nan nan pa
seq_108	2	nan	NOUN	nan nan nan pa
seq_108	3	pa	NOUN	nan nan nan pa
seq_109	0	nan	NOUN	nan nan ga cha
seq_109	1	nan	NOUN	nan nan ga cha
seq_109	2	ga	ADJ	nan nan ga cha
seq_109	3	cha	ADJ	nan nan ga cha
seq_110	0	na	NOUN	na dh nan jha
seq_110	1	dh	VERB	na dh nan jha
seq_110	2	nan	NOUN	na dh nan jha
seq_110	3	jha	NOUN	na dh nan jha
seq_111	0	na	NOUN	na pa nan cha
seq_111	1	pa	NOUN	na pa nan cha
seq_111	2	nan	NOUN	na pa nan cha
seq_111	3	cha	ADJ	na pa nan cha
seq_112	0	nan	NOUN	nan nan nan pa
seq_112	1	nan	NOUN	nan nan nan pa
seq_112	2	nan	NOUN	nan nan nan pa
seq_112	3	pa	NOUN	nan nan nan pa
seq_113	0	ga	ADJ	ga gh mu jha
seq_113	1	gh	NOUN	ga gh mu jha
seq_113	2	mu	NOUN	ga gh mu jha
seq_113	3	jha	NOUN	ga gh mu jha
seq_114	0	na	NOUN	na nan nan cha
seq_114	1	nan	NOUN	na nan nan cha
seq_114	2	nan	NOUN	na nan nan cha
seq_114	3	cha	ADJ	na nan nan cha
seq_115	0	pa	NOUN	pa nan nan pa
seq_115	1	nan	NOUN	pa nan nan pa
seq_115	2	nan	NOUN	pa nan nan pa
seq_115	3	pa	NOUN	pa nan nan pa
seq_116	0	nan	NOUN	nan nan ga jha
seq_116	1	nan	NOUN	nan nan ga jha
seq_116	2	ga	ADJ	nan nan ga jha
seq_116	3	jha	NOUN	nan nan ga jha
seq_117	0	dh	VERB	dh na nan cha
seq_117	1	na	NOUN	dh na nan cha
seq_117	2	nan	NOUN	dh na nan cha
seq_117	3	cha	ADJ	dh na nan cha
seq_118	0	na	NOUN	na pa nan jha
seq_118	1	pa	NOUN	na pa nan jha
seq_118	2	nan	NOUN	na pa nan jha
seq_118	3	jha	NOUN	na pa nan jha
seq_119	0	nan	NOUN	nan nan nan pa
seq_119	1	nan	NOUN	nan nan nan pa
seq_119	2	nan	NOUN	nan nan nan pa
seq_119	3	pa	NOUN	nan nan nan pa
seq_120	0	ga	ADJ	ga na gh cha
seq_120	1	na	NOUN	ga na gh cha
seq_120	2	gh	NOUN	ga na gh cha
seq_120	3	cha	ADJ	ga na gh cha
seq_121	0	na	NOUN	na nan nan jha
seq_121	1	nan	NOUN	na nan nan jha
seq_121	2	nan	NOUN	na nan nan jha
seq_121	3	jha	NOUN	na nan nan jha
seq_122	0	pa	NOUN	pa nan nan pa
seq_122	1	nan	NOUN	pa nan nan pa
seq_122	2	nan	NOUN	pa nan nan pa
seq_122	3	pa	NOUN	pa nan nan pa
seq_123	0	nan	NOUN	nan ga dh cha
seq_123	1	ga	ADJ	nan ga dh cha
seq_123	2	dh	VERB	nan ga dh cha
seq_123	3	cha	ADJ	nan ga dh cha
seq_124	0	na	NOUN	na na nan jha
seq_124	1	na	NOUN	na na nan jha
seq_124	2	nan	NOUN	na na nan jha
seq_124	3	jha	NOUN	na na nan jha
seq_125	0	nan	NOUN	nan pa nan pa
seq_125	1	pa	NOUN	nan pa nan pa
seq_125	2	nan	NOUN	nan pa nan pa
seq_125	3	pa	NOUN	nan pa nan pa
seq_126	0	nan	NOUN	nan nan nan cha
seq_126	1	nan	NOUN	nan nan nan cha
seq_126	2	nan	NOUN	nan nan nan cha
seq_126	3	cha	ADJ	nan nan nan cha
seq_127	0	ga	ADJ	ga dh nan jha
seq_127	1	dh	VERB	ga dh nan jha
seq_127	2	nan	NOUN	ga dh nan jha
seq_127	3	jha	NOUN	ga dh nan jha
seq_128	0	na	NOUN	na na pa cha
seq_128	1	na	NOUN	na na pa cha
seq_128	2	pa	NOUN	na na pa cha
seq_128	3	cha	ADJ	na na pa cha
seq_129	0	nan	NOUN	nan nan nan pa
seq_129	1	nan	NOUN	nan nan nan pa
seq_129	2	nan	NOUN	nan nan nan pa
seq_129	3	pa	NOUN	nan nan nan pa
seq_130	0	nan	NOUN	nan nan ga jha
seq_130	1	nan	NOUN	nan nan ga jha
seq_130	2	ga	ADJ	nan nan ga jha
seq_130	3	jha	NOUN	nan nan ga jha
seq_131	0	na	NOUN	na dh pa cha
seq_131	1	dh	VERB	na dh pa cha
seq_131	2	pa	NOUN	na dh pa cha
seq_131	3	cha	ADJ	na dh pa cha
seq_132	0	na	NOUN	na nan nan jha
seq_132	1	nan	NOUN	na nan nan jha
seq_132	2	nan	NOUN	na nan nan jha
seq_132	3	jha	NOUN	na nan nan jha
seq_133	0	nan	NOUN	nan nan nan pa
seq_133	1	nan	NOUN	nan nan nan pa
seq_133	2	nan	NOUN	nan nan nan pa
seq_133	3	pa	NOUN	nan nan nan pa
seq_134	0	ga	ADJ	ga gh nan cha
seq_134	1	gh	NOUN	ga gh nan cha
seq_134	2	nan	NOUN	ga gh nan cha
seq_134	3	cha	ADJ	ga gh nan cha
seq_135	0	na	NOUN	na nan nan jha
seq_135	1	nan	NOUN	na nan nan jha
seq_135	2	nan	NOUN	na nan nan jha
seq_135	3	jha	NOUN	na nan nan jha
seq_136	0	pa	NOUN	pa nan nan pa
seq_136	1	nan	NOUN	pa nan nan pa
seq_136	2	nan	NOUN	pa nan nan pa
seq_136	3	pa	NOUN	pa nan nan pa
seq_137	0	nan	NOUN	nan ga dh cha
seq_137	1	ga	ADJ	nan ga dh cha
seq_137	2	dh	VERB	nan ga dh cha
seq_137	3	cha	ADJ	nan ga dh cha
seq_138	0	na	NOUN	na na nan jha
seq_138	1	na	NOUN	na na nan jha
seq_138	2	nan	NOUN	na na nan jha
seq_138	3	jha	NOUN	na na nan jha
seq_139	0	nan	NOUN	nan nan nan pa
seq_139	1	nan	NOUN	nan nan nan pa
seq_139	2	nan	NOUN	nan nan nan pa
seq_139	3	pa	NOUN	nan nan nan pa
seq_140	0	nan	NOUN	nan nan ga cha
seq_140	1	nan	NOUN	nan nan ga cha
seq_140	2	ga	ADJ	nan nan ga cha
seq_140	3	cha	ADJ	nan nan ga cha
seq_141	0	na	NOUN	na dh nan jha
seq_141	1	dh	VERB	na dh nan jha
seq_141	2	nan	NOUN	na dh nan jha
seq_141	3	jha	NOUN	na dh nan jha
seq_142	0	na	NOUN	na pa nan cha
seq_142	1	pa	NOUN	na pa nan cha
seq_142	2	nan	NOUN	na pa nan cha
seq_142	3	cha	ADJ	na pa nan cha
seq_143	0	nan	NOUN	nan nan nan pa
seq_143	1	nan	NOUN	nan nan nan pa
seq_143	2	nan	NOUN	nan nan nan pa
seq_143	3	pa	NOUN	nan nan nan pa
seq_144	0	ga	ADJ	ga nan nan jha
seq_144	1	nan	NOUN	ga nan nan jha
seq_144	2	nan	NOUN	ga nan nan jha
seq_144	3	jha	NOUN	ga nan nan jha
seq_145	0	na	NOUN	na na nan cha
seq_145	1	na	NOUN	na na nan cha
seq_145	2	nan	NOUN	na na nan cha
seq_145	3	cha	ADJ	na na nan cha
seq_146	0	pa	NOUN	pa nan nan pa
seq_146	1	nan	NOUN	pa nan nan pa
seq_146	2	nan	NOUN	pa nan nan pa
seq_146	3	pa	NOUN	pa nan nan pa
seq_147	0	nan	NOUN	nan ga dh cha
seq_147	1	ga	ADJ	nan ga dh cha
seq_147	2	dh	VERB	nan ga dh cha
seq_147	3	cha	ADJ	nan ga dh cha
seq_148	0	na	NOUN	na nan nan jha
seq_148	1	nan	NOUN	na nan nan jha
seq_148	2	nan	NOUN	na nan nan jha
seq_148	3	jha	NOUN	na nan nan jha
seq_149	0	nan	NOUN	nan nan nan pa
seq_149	1	nan	NOUN	nan nan nan pa
seq_149	2	nan	NOUN	nan nan nan pa
seq_149	3	pa	NOUN	nan nan nan pa
seq_150	0	na	NOUN	na ma sa ta ra ba
seq_150	1	ma	NOUN	na ma sa ta ra ba
seq_150	2	sa	NOUN	na ma sa ta ra ba
seq_150	3	ta	NOUN	na ma sa ta ra ba
seq_150	4	ra	NOUN	na ma sa ta ra ba
seq_150	5	ba	ADJ	na ma sa ta ra ba
seq_151	0	la	ADJ	la ha ba
seq_151	1	ha	NOUN	la ha ba
seq_151	2	ba	ADJ	la ha ba
seq_152	0	ta	NOUN	ta ma pa pa
seq_152	1	ma	NOUN	ta ma pa pa
seq_152	2	pa	NOUN	ta ma pa pa
seq_152	3	pa	NOUN	ta ma pa pa
seq_153	0	nan	NOUN	nan gh na ga ka sa
seq_153	1	gh	NOUN	nan gh na ga ka sa
seq_153	2	na	NOUN	nan gh na ga ka sa
seq_153	3	ga	ADJ	nan gh na ga ka sa
seq_153	4	ka	NOUN	nan gh na ga ka sa
seq_153	5	sa	NOUN	nan gh na ga ka sa
seq_154	0	pa	NOUN	pa la ha ra
seq_154	1	la	ADJ	pa la ha ra
seq_154	2	ha	NOUN	pa la ha ra
seq_154	3	ra	NOUN	pa la ha ra
seq_155	0	ch	NOUN	ch ra ga gh
seq_155	1	ra	NOUN	ch ra ga gh
seq_155	2	ga	ADJ	ch ra ga gh
seq_155	3	gh	NOUN	ch ra ga gh
seq_156	0	ba	ADJ	ba nan ta
seq_156	1	nan	NOUN	ba nan ta
seq_156	2	ta	NOUN	ba nan ta
seq_157	0	bh	VERB	bh ha gh
seq_157	1	ha	NOUN	bh ha gh
seq_157	2	gh	NOUN	bh ha gh
seq_158	0	gh	NOUN	gh ra ku ku
seq_158	1	ra	NOUN	gh ra ku ku
seq_158	2	ku	NOUN	gh ra ku ku
seq_158	3	ku	NOUN	gh ra ku ku
